accumulatedFirstCnt,accumulatedSecondCnt,baseDate,firstCnt,secondCnt,sido,totalFirstCnt,totalSecondCnt
10086,0,2021-04-02 00:00:00,750,0,제주특별자치도,10836,0
915498,20203,2021-04-03 00:00:00,38058,6177,전국,953556,26380
146519,9185,2021-04-03 00:00:00,4872,2203,서울특별시,151391,11388
76066,245,2021-04-03 00:00:00,2456,0,부산광역시,78522,245
41329,799,2021-04-03 00:00:00,1593,151,대구광역시,42922,950
52398,2138,2021-04-03 00:00:00,2288,1019,인천광역시,54686,3157
28068,0,2021-04-03 00:00:00,1088,0,대전광역시,29156,0
38485,620,2021-04-03 00:00:00,1736,166,광주광역시,40221,786
3100,0,2021-04-03 00:00:00,308,0,세종특별자치시,3408,0
18758,32,2021-04-03 00:00:00,1128,0,울산광역시,19886,32
191887,3292,2021-04-03 00:00:00,6393,1924,경기도,198280,5216
28412,1177,2021-04-03 00:00:00,2217,1,강원도,30629,1178
30057,103,2021-04-03 00:00:00,1958,0,충청북도,32015,103
40269,1038,2021-04-03 00:00:00,2857,149,충청남도,43126,1187
44370,93,2021-04-03 00:00:00,2190,0,전라북도,46560,93
47090,355,2021-04-03 00:00:00,2282,44,전라남도,49372,399
49132,344,2021-04-03 00:00:00,1274,408,경상북도,50406,752
68722,782,2021-04-03 00:00:00,2842,112,경상남도,71564,894
10836,0,2021-04-03 00:00:00,576,0,제주특별자치도,11412,0
953854,26761,2021-04-04 00:00:00,8229,537,전국,962083,27298
151400,11388,2021-04-04 00:00:00,178,104,서울특별시,151578,11492
78522,245,2021-04-04 00:00:00,89,0,부산광역시,78611,245
42922,950,2021-04-04 00:00:00,89,0,대구광역시,43011,950
54739,3157,2021-04-04 00:00:00,529,0,인천광역시,55268,3157
40221,786,2021-04-04 00:00:00,250,0,광주광역시,40471,786
19917,32,2021-04-04 00:00:00,394,0,울산광역시,20311,32
3408,0,2021-04-04 00:00:00,73,0,세종특별자치시,3481,0
29166,0,2021-04-04 00:00:00,156,0,대전광역시,29322,0
30632,1178,2021-04-04 00:00:00,615,0,강원도,31247,1178
32103,103,2021-04-04 00:00:00,413,0,충청북도,32516,103
198359,5597,2021-04-04 00:00:00,2440,416,경기도,200799,6013
43133,1187,2021-04-04 00:00:00,683,0,충청남도,43816,1187
46560,93,2021-04-04 00:00:00,1288,0,전라북도,47848,93
49377,399,2021-04-04 00:00:00,258,0,전라남도,49635,399
50417,752,2021-04-04 00:00:00,126,17,경상북도,50543,769
71566,894,2021-04-04 00:00:00,635,0,경상남도,72201,894
11412,0,2021-04-04 00:00:00,13,0,제주특별자치도,11425,0
962101,27298,2021-04-05 00:00:00,629,66,전국,962730,27364
151578,11492,2021-04-05 00:00:00,105,0,서울특별시,151683,11492
78611,245,2021-04-05 00:00:00,0,0,부산광역시,78611,245
55275,3157,2021-04-05 00:00:00,0,0,인천광역시,55275,3157
43011,950,2021-04-05 00:00:00,114,0,대구광역시,43125,950
29322,0,2021-04-05 00:00:00,0,0,대전광역시,29322,0
40482,786,2021-04-05 00:00:00,0,0,광주광역시,40482,786
20311,32,2021-04-05 00:00:00,0,0,울산광역시,20311,32
200800,6013,2021-04-05 00:00:00,0,42,경기도,200800,6055
31247,1178,2021-04-05 00:00:00,0,0,강원도,31247,1178
3481,0,2021-04-05 00:00:00,0,0,세종특별자치시,3481,0
32516,103,2021-04-05 00:00:00,63,0,충청북도,32579,103
43816,1187,2021-04-05 00:00:00,76,24,충청남도,43892,1211
47847,93,2021-04-05 00:00:00,260,0,전라북도,48107,93
49635,399,2021-04-05 00:00:00,0,0,전라남도,49635,399
50543,769,2021-04-05 00:00:00,0,0,경상북도,50543,769
72201,894,2021-04-05 00:00:00,11,0,경상남도,72212,894
11425,0,2021-04-05 00:00:00,0,0,제주특별자치도,11425,0
963900,27375,2021-04-06 00:00:00,35970,316,전국,999870,27691
152086,11493,2021-04-06 00:00:00,4628,0,서울특별시,156714,11493
78624,245,2021-04-06 00:00:00,1707,0,부산광역시,80331,245
43152,950,2021-04-06 00:00:00,1278,0,대구광역시,44430,950
55342,3157,2021-04-06 00:00:00,1930,59,인천광역시,57272,3216
29322,0,2021-04-06 00:00:00,842,0,대전광역시,30164,0
40507,786,2021-04-06 00:00:00,1265,0,광주광역시,41772,786
3481,0,2021-04-06 00:00:00,254,0,세종특별자치시,3735,0
201147,6065,2021-04-06 00:00:00,6963,229,경기도,208110,6294
20325,32,2021-04-06 00:00:00,1647,0,울산광역시,21972,32
31255,1178,2021-04-06 00:00:00,2096,0,강원도,33351,1178
32605,103,2021-04-06 00:00:00,1847,0,충청북도,34452,103
44001,1211,2021-04-06 00:00:00,2238,28,충청남도,46239,1239
48111,93,2021-04-06 00:00:00,2315,0,전라북도,50426,93
49690,399,2021-04-06 00:00:00,2052,0,전라남도,51742,399
50593,769,2021-04-06 00:00:00,1457,0,경상북도,52050,769
72234,894,2021-04-06 00:00:00,2731,0,경상남도,74965,894
11425,0,2021-04-06 00:00:00,720,0,제주특별자치도,12145,0
1001533,27692,2021-04-07 00:00:00,37533,5722,전국,1039066,33414
157159,11493,2021-04-07 00:00:00,5342,284,서울특별시,162501,11777
80374,245,2021-04-07 00:00:00,1873,953,부산광역시,82247,1198
44481,950,2021-04-07 00:00:00,1206,0,대구광역시,45687,950
57335,3216,2021-04-07 00:00:00,1969,478,인천광역시,59304,3694
41792,786,2021-04-07 00:00:00,1061,63,광주광역시,42853,849
22034,32,2021-04-07 00:00:00,1747,734,울산광역시,23781,766
3739,0,2021-04-07 00:00:00,202,189,세종특별자치시,3941,189
30169,0,2021-04-07 00:00:00,851,434,대전광역시,31020,434
208703,6295,2021-04-07 00:00:00,7763,1313,경기도,216466,7608
33355,1178,2021-04-07 00:00:00,2572,0,강원도,35927,1178
34550,103,2021-04-07 00:00:00,1912,94,충청북도,36462,197
46257,1239,2021-04-07 00:00:00,1852,0,충청남도,48109,1239
50441,93,2021-04-07 00:00:00,2019,97,전라북도,52460,190
51773,399,2021-04-07 00:00:00,2299,111,전라남도,54072,510
52169,769,2021-04-07 00:00:00,1511,203,경상북도,53680,972
74998,894,2021-04-07 00:00:00,2592,113,경상남도,77590,1007
12204,0,2021-04-07 00:00:00,762,656,제주특별자치도,12966,656
1039714,33416,2021-04-08 00:00:00,35860,9231,전국,1075574,42647
162588,11777,2021-04-08 00:00:00,3975,620,서울특별시,166563,12397
82302,1198,2021-04-08 00:00:00,1593,1190,부산광역시,83895,2388
45739,950,2021-04-08 00:00:00,1183,437,대구광역시,46922,1387
59294,3694,2021-04-08 00:00:00,2120,1388,인천광역시,61414,5082
31018,434,2021-04-08 00:00:00,816,973,대전광역시,31834,1407
42845,849,2021-04-08 00:00:00,1102,89,광주광역시,43947,938
23776,766,2021-04-08 00:00:00,1821,679,울산광역시,25597,1445
3940,189,2021-04-08 00:00:00,221,189,세종특별자치시,4161,378
216818,7609,2021-04-08 00:00:00,7293,1289,경기도,224111,8898
35952,1178,2021-04-08 00:00:00,2334,0,강원도,38286,1178
36525,197,2021-04-08 00:00:00,1417,704,충청북도,37942,901
48127,1239,2021-04-08 00:00:00,2346,98,충청남도,50473,1337
52447,190,2021-04-08 00:00:00,2521,363,전라북도,54968,553
54110,510,2021-04-08 00:00:00,2417,55,전라남도,56527,565
53687,972,2021-04-08 00:00:00,1376,455,경상북도,55063,1427
77575,1007,2021-04-08 00:00:00,2586,133,경상남도,80161,1140
12971,657,2021-04-08 00:00:00,739,569,제주특별자치도,13710,1226
1077067,42646,2021-04-09 00:00:00,36599,9490,전국,1113666,52136
166752,12397,2021-04-09 00:00:00,4627,756,서울특별시,171379,13153
84006,2388,2021-04-09 00:00:00,1927,929,부산광역시,85933,3317
47018,1387,2021-04-09 00:00:00,1805,679,대구광역시,48823,2066
61499,5082,2021-04-09 00:00:00,1827,1515,인천광역시,63326,6597
31846,1406,2021-04-09 00:00:00,677,1053,대전광역시,32523,2459
43946,938,2021-04-09 00:00:00,1096,97,광주광역시,45042,1035
25600,1445,2021-04-09 00:00:00,751,664,울산광역시,26351,2109
4161,378,2021-04-09 00:00:00,210,196,세종특별자치시,4371,574
224839,8898,2021-04-09 00:00:00,7624,828,경기도,232463,9726
38365,1178,2021-04-09 00:00:00,2031,0,강원도,40396,1178
37967,901,2021-04-09 00:00:00,1911,901,충청북도,39878,1802
50552,1337,2021-04-09 00:00:00,2371,175,충청남도,52923,1512
54977,553,2021-04-09 00:00:00,1839,356,전라북도,56816,909
56562,565,2021-04-09 00:00:00,2491,182,전라남도,59053,747
55079,1427,2021-04-09 00:00:00,2724,354,경상북도,57803,1781
80188,1140,2021-04-09 00:00:00,1878,226,경상남도,82066,1366
13710,1226,2021-04-09 00:00:00,810,579,제주특별자치도,14520,1805
1114656,52144,2021-04-10 00:00:00,33404,7278,전국,1148060,59422
171498,13155,2021-04-10 00:00:00,4648,321,서울특별시,176146,13476
86024,3317,2021-04-10 00:00:00,1869,844,부산광역시,87893,4161
48844,2066,2021-04-10 00:00:00,1884,678,대구광역시,50728,2744
63360,6598,2021-04-10 00:00:00,1703,1496,인천광역시,65063,8094
45042,1035,2021-04-10 00:00:00,1192,101,광주광역시,46234,1136
32524,2460,2021-04-10 00:00:00,729,1056,대전광역시,33253,3516
26351,2110,2021-04-10 00:00:00,736,709,울산광역시,27087,2819
4371,574,2021-04-10 00:00:00,349,208,세종특별자치시,4720,782
232984,9728,2021-04-10 00:00:00,6689,44,경기도,239673,9772
40412,1178,2021-04-10 00:00:00,1483,0,강원도,41895,1178
39989,1802,2021-04-10 00:00:00,2012,732,충청북도,42001,2534
52965,1513,2021-04-10 00:00:00,1560,7,충청남도,54525,1520
56817,909,2021-04-10 00:00:00,1654,263,전라북도,58471,1172
59059,747,2021-04-10 00:00:00,2117,69,전라남도,61176,816
57821,1781,2021-04-10 00:00:00,2180,328,경상북도,60001,2109
82074,1366,2021-04-10 00:00:00,1783,222,경상남도,83857,1588
14521,1805,2021-04-10 00:00:00,816,200,제주특별자치도,15337,2005
1148240,59422,2021-04-11 00:00:00,8710,1088,전국,1156950,60510
176222,13476,2021-04-11 00:00:00,1104,0,서울특별시,177326,13476
50728,2744,2021-04-11 00:00:00,0,202,대구광역시,50728,2946
87897,4161,2021-04-11 00:00:00,0,0,부산광역시,87897,4161
65063,8094,2021-04-11 00:00:00,577,650,인천광역시,65640,8744
46234,1136,2021-04-11 00:00:00,479,0,광주광역시,46713,1136
33253,3516,2021-04-11 00:00:00,160,236,대전광역시,33413,3752
27087,2819,2021-04-11 00:00:00,176,0,울산광역시,27263,2819
4720,782,2021-04-11 00:00:00,135,0,세종특별자치시,4855,782
239714,9772,2021-04-11 00:00:00,3392,0,경기도,243106,9772
41895,1178,2021-04-11 00:00:00,448,0,강원도,42343,1178
42059,2534,2021-04-11 00:00:00,464,0,충청북도,42523,2534
54525,1520,2021-04-11 00:00:00,169,0,충청남도,54694,1520
58472,1172,2021-04-11 00:00:00,401,0,전라북도,58873,1172
61176,816,2021-04-11 00:00:00,0,0,전라남도,61176,816
60001,2109,2021-04-11 00:00:00,525,0,경상북도,60526,2109
83857,1588,2021-04-11 00:00:00,499,0,경상남도,84356,1588
15337,2005,2021-04-11 00:00:00,181,0,제주특별자치도,15518,2005
1156950,60511,2021-04-12 00:00:00,305,0,전국,1157255,60511
177326,13476,2021-04-12 00:00:00,0,0,서울특별시,177326,13476
87897,4161,2021-04-12 00:00:00,0,0,부산광역시,87897,4161
50728,2946,2021-04-12 00:00:00,0,0,대구광역시,50728,2946
65640,8744,2021-04-12 00:00:00,0,0,인천광역시,65640,8744
33413,3753,2021-04-12 00:00:00,0,0,대전광역시,33413,3753
46713,1136,2021-04-12 00:00:00,0,0,광주광역시,46713,1136
27263,2819,2021-04-12 00:00:00,0,0,울산광역시,27263,2819
4855,782,2021-04-12 00:00:00,0,0,세종특별자치시,4855,782
243106,9772,2021-04-12 00:00:00,203,0,경기도,243309,9772
42343,1178,2021-04-12 00:00:00,0,0,강원도,42343,1178
42523,2534,2021-04-12 00:00:00,0,0,충청북도,42523,2534
54694,1520,2021-04-12 00:00:00,0,0,충청남도,54694,1520
58873,1172,2021-04-12 00:00:00,102,0,전라북도,58975,1172
61176,816,2021-04-12 00:00:00,0,0,전라남도,61176,816
60526,2109,2021-04-12 00:00:00,0,0,경상북도,60526,2109
84356,1588,2021-04-12 00:00:00,0,0,경상남도,84356,1588
15518,2005,2021-04-12 00:00:00,0,0,제주특별자치도,15518,2005
1157557,60532,2021-04-13 00:00:00,37785,25,전국,1195342,60557
177381,13476,2021-04-13 00:00:00,5428,22,서울특별시,182809,13498
87900,4161,2021-04-13 00:00:00,2318,0,부산광역시,90218,4161
50728,2946,2021-04-13 00:00:00,2034,0,대구광역시,52762,2946
65698,8745,2021-04-13 00:00:00,2214,0,인천광역시,67912,8745
27264,2819,2021-04-13 00:00:00,584,0,울산광역시,27848,2819
46711,1136,2021-04-13 00:00:00,1550,0,광주광역시,48261,1136
33416,3753,2021-04-13 00:00:00,684,0,대전광역시,34100,3753
243385,9772,2021-04-13 00:00:00,7440,3,경기도,250825,9775
42343,1178,2021-04-13 00:00:00,1566,0,강원도,43909,1178
4854,783,2021-04-13 00:00:00,271,0,세종특별자치시,5125,783
42523,2534,2021-04-13 00:00:00,2168,0,충청북도,44691,2534
54693,1520,2021-04-13 00:00:00,1182,0,충청남도,55875,1520
58975,1172,2021-04-13 00:00:00,2466,0,전라북도,61441,1172
61196,816,2021-04-13 00:00:00,2034,0,전라남도,63230,816
60614,2128,2021-04-13 00:00:00,2563,0,경상북도,63177,2128
84359,1588,2021-04-13 00:00:00,2473,0,경상남도,86832,1588
15517,2005,2021-04-13 00:00:00,810,0,제주특별자치도,16327,2005
1195676,60564,2021-04-14 00:00:00,43390,3,전국,1239066,60567
182821,13498,2021-04-14 00:00:00,5825,2,서울특별시,188646,13500
90218,4161,2021-04-14 00:00:00,2892,0,부산광역시,93110,4161
52763,2946,2021-04-14 00:00:00,2100,0,대구광역시,54863,2946
67917,8745,2021-04-14 00:00:00,2472,0,인천광역시,70389,8745
48262,1136,2021-04-14 00:00:00,1740,0,광주광역시,50002,1136
34101,3753,2021-04-14 00:00:00,843,0,대전광역시,34944,3753
5125,783,2021-04-14 00:00:00,352,0,세종특별자치시,5477,783
251001,9775,2021-04-14 00:00:00,8933,1,경기도,259934,9776
27848,2819,2021-04-14 00:00:00,495,0,울산광역시,28343,2819
43922,1178,2021-04-14 00:00:00,2263,0,강원도,46185,1178
44765,2534,2021-04-14 00:00:00,2582,0,충청북도,47347,2534
55878,1520,2021-04-14 00:00:00,1316,0,충청남도,57194,1520
61441,1172,2021-04-14 00:00:00,2575,0,전라북도,64016,1172
63264,816,2021-04-14 00:00:00,2538,0,전라남도,65802,816
63181,2135,2021-04-14 00:00:00,3074,0,경상북도,66255,2135
86842,1588,2021-04-14 00:00:00,2410,0,경상남도,89252,1588
16327,2005,2021-04-14 00:00:00,980,0,제주특별자치도,17307,2005
1240389,60567,2021-04-15 00:00:00,45520,2,전국,1285909,60569
188794,13500,2021-04-15 00:00:00,6277,2,서울특별시,195071,13502
93111,4161,2021-04-15 00:00:00,2971,0,부산광역시,96082,4161
70613,8745,2021-04-15 00:00:00,2545,0,인천광역시,73158,8745
54937,2946,2021-04-15 00:00:00,1493,0,대구광역시,56430,2946
34955,3753,2021-04-15 00:00:00,757,0,대전광역시,35712,3753
28423,2819,2021-04-15 00:00:00,580,0,울산광역시,29003,2819
50010,1136,2021-04-15 00:00:00,1019,0,광주광역시,51029,1136
260373,9776,2021-04-15 00:00:00,10256,0,경기도,270629,9776
46223,1178,2021-04-15 00:00:00,2016,0,강원도,48239,1178
5477,783,2021-04-15 00:00:00,341,0,세종특별자치시,5818,783
47466,2534,2021-04-15 00:00:00,2769,0,충청북도,50235,2534
57194,1520,2021-04-15 00:00:00,1420,0,충청남도,58614,1520
64017,1172,2021-04-15 00:00:00,2730,0,전라북도,66747,1172
65871,816,2021-04-15 00:00:00,3387,0,전라남도,69258,816
66302,2135,2021-04-15 00:00:00,3420,0,경상북도,69722,2135
89315,1588,2021-04-15 00:00:00,2586,0,경상남도,91901,1588
17308,2005,2021-04-15 00:00:00,953,0,제주특별자치도,18261,2005
1286993,60569,2021-04-16 00:00:00,92660,2,전국,1379653,60571
195222,13502,2021-04-16 00:00:00,13522,0,서울특별시,208744,13502
96105,4161,2021-04-16 00:00:00,3491,0,부산광역시,99596,4161
56463,2946,2021-04-16 00:00:00,3205,0,대구광역시,59668,2946
73217,8745,2021-04-16 00:00:00,4132,0,인천광역시,77349,8745
35746,3753,2021-04-16 00:00:00,2425,0,대전광역시,38171,3753
51031,1136,2021-04-16 00:00:00,2416,0,광주광역시,53447,1136
29005,2819,2021-04-16 00:00:00,1050,2,울산광역시,30055,2821
270941,9776,2021-04-16 00:00:00,17781,0,경기도,288722,9776
5817,783,2021-04-16 00:00:00,588,0,세종특별자치시,6405,783
48296,1178,2021-04-16 00:00:00,4956,0,강원도,53252,1178
50336,2534,2021-04-16 00:00:00,4452,0,충청북도,54788,2534
58616,1520,2021-04-16 00:00:00,5350,0,충청남도,63966,1520
66901,1172,2021-04-16 00:00:00,4134,0,전라북도,71035,1172
69289,816,2021-04-16 00:00:00,7252,0,전라남도,76541,816
69818,2135,2021-04-16 00:00:00,7671,0,경상북도,77489,2135
91929,1588,2021-04-16 00:00:00,9186,0,경상남도,101115,1588
18261,2005,2021-04-16 00:00:00,1049,0,제주특별자치도,19310,2005
1380579,60571,2021-04-17 00:00:00,102390,6,전국,1482969,60577
208840,13502,2021-04-17 00:00:00,15707,5,서울특별시,224547,13507
99608,4161,2021-04-17 00:00:00,4465,0,부산광역시,104073,4161
59707,2946,2021-04-17 00:00:00,3708,0,대구광역시,63415,2946
53448,1136,2021-04-17 00:00:00,1844,0,광주광역시,55292,1136
77487,8745,2021-04-17 00:00:00,4780,0,인천광역시,82267,8745
6404,783,2021-04-17 00:00:00,912,0,세종특별자치시,7316,783
38178,3753,2021-04-17 00:00:00,2896,0,대전광역시,41074,3753
289027,9776,2021-04-17 00:00:00,20255,1,경기도,309282,9777
30066,2821,2021-04-17 00:00:00,1231,0,울산광역시,31297,2821
53282,1178,2021-04-17 00:00:00,4645,0,강원도,57927,1178
54919,2534,2021-04-17 00:00:00,4222,0,충청북도,59141,2534
63979,1520,2021-04-17 00:00:00,5390,0,충청남도,69369,1520
71035,1172,2021-04-17 00:00:00,4371,0,전라북도,75406,1172
76585,816,2021-04-17 00:00:00,7986,0,전라남도,84571,816
77506,2135,2021-04-17 00:00:00,9472,0,경상북도,86978,2135
101199,1588,2021-04-17 00:00:00,9168,0,경상남도,110367,1588
19309,2005,2021-04-17 00:00:00,1338,0,제주특별자치도,20647,2005
1483338,60585,2021-04-18 00:00:00,29165,0,전국,1512503,60585
224643,13507,2021-04-18 00:00:00,2259,0,서울특별시,226902,13507
104075,4161,2021-04-18 00:00:00,489,0,부산광역시,104564,4161
63432,2946,2021-04-18 00:00:00,1158,0,대구광역시,64590,2946
82271,8745,2021-04-18 00:00:00,1356,0,인천광역시,83627,8745
55292,1136,2021-04-18 00:00:00,313,0,광주광역시,55605,1136
31297,2821,2021-04-18 00:00:00,100,0,울산광역시,31397,2821
41134,3753,2021-04-18 00:00:00,214,0,대전광역시,41348,3753
7316,783,2021-04-18 00:00:00,256,0,세종특별자치시,7572,783
309402,9785,2021-04-18 00:00:00,11704,0,경기도,321106,9785
57947,1178,2021-04-18 00:00:00,301,0,강원도,58248,1178
59141,2534,2021-04-18 00:00:00,592,0,충청북도,59733,2534
69371,1520,2021-04-18 00:00:00,2254,0,충청남도,71625,1520
75406,1172,2021-04-18 00:00:00,458,0,전라북도,75864,1172
84597,816,2021-04-18 00:00:00,904,0,전라남도,85501,816
86978,2135,2021-04-18 00:00:00,4622,0,경상북도,91600,2135
110389,1588,2021-04-18 00:00:00,2064,0,경상남도,112453,1588
20647,2005,2021-04-18 00:00:00,121,0,제주특별자치도,20768,2005
1512531,60585,2021-04-19 00:00:00,4859,0,전국,1517390,60585
226902,13507,2021-04-19 00:00:00,0,0,서울특별시,226902,13507
104564,4161,2021-04-19 00:00:00,0,0,부산광역시,104564,4161
64590,2946,2021-04-19 00:00:00,1040,0,대구광역시,65630,2946
83627,8745,2021-04-19 00:00:00,0,0,인천광역시,83627,8745
31397,2821,2021-04-19 00:00:00,0,0,울산광역시,31397,2821
55605,1136,2021-04-19 00:00:00,0,0,광주광역시,55605,1136
41348,3753,2021-04-19 00:00:00,0,0,대전광역시,41348,3753
7572,783,2021-04-19 00:00:00,0,0,세종특별자치시,7572,783
321111,9785,2021-04-19 00:00:00,1303,0,경기도,322414,9785
58248,1178,2021-04-19 00:00:00,0,0,강원도,58248,1178
59733,2534,2021-04-19 00:00:00,0,0,충청북도,59733,2534
71626,1520,2021-04-19 00:00:00,786,0,충청남도,72412,1520
75864,1172,2021-04-19 00:00:00,0,0,전라북도,75864,1172
85503,816,2021-04-19 00:00:00,0,0,전라남도,85503,816
91620,2135,2021-04-19 00:00:00,1730,0,경상북도,93350,2135
112453,1588,2021-04-19 00:00:00,0,0,경상남도,112453,1588
20768,2005,2021-04-19 00:00:00,0,0,제주특별자치도,20768,2005
1518256,60585,2021-04-20 00:00:00,121234,1,전국,1639490,60586
227123,13507,2021-04-20 00:00:00,21362,1,서울특별시,248485,13508
104686,4161,2021-04-20 00:00:00,5286,0,부산광역시,109972,4161
65651,2946,2021-04-20 00:00:00,4354,0,대구광역시,70005,2946
83661,8745,2021-04-20 00:00:00,4928,0,인천광역시,88589,8745
31398,2821,2021-04-20 00:00:00,1683,0,울산광역시,33081,2821
55610,1136,2021-04-20 00:00:00,2611,0,광주광역시,58221,1136
41382,3753,2021-04-20 00:00:00,3806,0,대전광역시,45188,3753
322600,9785,2021-04-20 00:00:00,23590,0,경기도,346190,9785
7572,783,2021-04-20 00:00:00,702,0,세종특별자치시,8274,783
58375,1178,2021-04-20 00:00:00,4963,0,강원도,63338,1178
59762,2534,2021-04-20 00:00:00,4038,0,충청북도,63800,2534
72461,1520,2021-04-20 00:00:00,8220,0,충청남도,80681,1520
75862,1172,2021-04-20 00:00:00,5052,0,전라북도,80914,1172
85507,816,2021-04-20 00:00:00,8217,0,전라남도,93724,816
93380,2135,2021-04-20 00:00:00,10554,0,경상북도,103934,2135
112456,1588,2021-04-20 00:00:00,10715,0,경상남도,123171,1588
20770,2005,2021-04-20 00:00:00,1153,0,제주특별자치도,21923,2005
1641179,60586,2021-04-21 00:00:00,130228,11,전국,1771407,60597
248994,13508,2021-04-21 00:00:00,22033,10,서울특별시,271027,13518
110007,4161,2021-04-21 00:00:00,5615,0,부산광역시,115622,4161
88631,8745,2021-04-21 00:00:00,5173,0,인천광역시,93804,8745
70050,2946,2021-04-21 00:00:00,4624,0,대구광역시,74674,2946
45300,3753,2021-04-21 00:00:00,3657,0,대전광역시,48957,3753
33092,2821,2021-04-21 00:00:00,1539,0,울산광역시,34631,2821
58265,1136,2021-04-21 00:00:00,4456,0,광주광역시,62721,1136
346523,9785,2021-04-21 00:00:00,26605,1,경기도,373128,9786
63384,1178,2021-04-21 00:00:00,5238,0,강원도,68622,1178
8273,783,2021-04-21 00:00:00,722,0,세종특별자치시,8995,783
63835,2534,2021-04-21 00:00:00,5009,0,충청북도,68844,2534
80787,1520,2021-04-21 00:00:00,8461,0,충청남도,89248,1520
80934,1172,2021-04-21 00:00:00,5602,0,전라북도,86536,1172
93817,816,2021-04-21 00:00:00,8031,0,전라남도,101848,816
104059,2135,2021-04-21 00:00:00,11106,0,경상북도,115165,2135
123254,1588,2021-04-21 00:00:00,10960,0,경상남도,134214,1588
21974,2005,2021-04-21 00:00:00,1397,0,제주특별자치도,23371,2005
1772539,60597,2021-04-22 00:00:00,131228,25,전국,1903767,60622
271322,13518,2021-04-22 00:00:00,23233,25,서울특별시,294555,13543
115675,4161,2021-04-22 00:00:00,6027,0,부산광역시,121702,4161
74759,2946,2021-04-22 00:00:00,3962,0,대구광역시,78721,2946
93867,8745,2021-04-22 00:00:00,5176,0,인천광역시,99043,8745
62730,1136,2021-04-22 00:00:00,4209,0,광주광역시,66939,1136
8994,783,2021-04-22 00:00:00,749,0,세종특별자치시,9743,783
34631,2821,2021-04-22 00:00:00,2096,0,울산광역시,36727,2821
48968,3753,2021-04-22 00:00:00,3295,0,대전광역시,52263,3753
373395,9786,2021-04-22 00:00:00,26233,0,경기도,399628,9786
68634,1178,2021-04-22 00:00:00,4812,0,강원도,73446,1178
68866,2534,2021-04-22 00:00:00,5103,0,충청북도,73969,2534
89332,1520,2021-04-22 00:00:00,9318,0,충청남도,98650,1520
86546,1172,2021-04-22 00:00:00,5574,0,전라북도,92120,1172
101870,816,2021-04-22 00:00:00,8724,0,전라남도,110594,816
115241,2135,2021-04-22 00:00:00,10631,0,경상북도,125872,2135
134278,1588,2021-04-22 00:00:00,10444,0,경상남도,144722,1588
23376,2005,2021-04-22 00:00:00,1642,0,제주특별자치도,25018,2005
55,0,2021-04-22 00:00:00,0,0,기타,55,0
1904934,60623,2021-04-23 00:00:00,130615,18528,전국,2035549,79151
294885,13543,2021-04-23 00:00:00,22501,2358,서울특별시,317386,15901
121719,4161,2021-04-23 00:00:00,5547,799,부산광역시,127266,4960
99139,8745,2021-04-23 00:00:00,4917,994,인천광역시,104056,9739
78746,2946,2021-04-23 00:00:00,5386,500,대구광역시,84132,3446
52274,3753,2021-04-23 00:00:00,3658,283,대전광역시,55932,4036
36818,2822,2021-04-23 00:00:00,1930,525,울산광역시,38748,3347
66946,1136,2021-04-23 00:00:00,3678,857,광주광역시,70624,1993
399890,9786,2021-04-23 00:00:00,27774,2350,경기도,427664,12136
73448,1178,2021-04-23 00:00:00,4131,1809,강원도,77579,2987
9744,783,2021-04-23 00:00:00,478,213,세종특별자치시,10222,996
74000,2534,2021-04-23 00:00:00,4114,1521,충청북도,78114,4055
98794,1520,2021-04-23 00:00:00,7373,1208,충청남도,106167,2728
92119,1172,2021-04-23 00:00:00,7488,1206,전라북도,99607,2378
110636,816,2021-04-23 00:00:00,9589,1245,전라남도,120225,2061
125936,2135,2021-04-23 00:00:00,8727,399,경상북도,134663,2534
144746,1588,2021-04-23 00:00:00,11745,1709,경상남도,156491,3297
25039,2005,2021-04-23 00:00:00,1579,552,제주특별자치도,26618,2557
55,0,2021-04-23 00:00:00,0,0,기타,55,0
2036911,79154,2021-04-24 00:00:00,158581,19613,전국,2195492,98767
317795,15901,2021-04-24 00:00:00,27074,2479,서울특별시,344869,18380
127281,4960,2021-04-24 00:00:00,7832,888,부산광역시,135113,5848
84187,3446,2021-04-24 00:00:00,6800,497,대구광역시,90987,3943
104122,9739,2021-04-24 00:00:00,6559,926,인천광역시,110681,10665
70626,1993,2021-04-24 00:00:00,4854,861,광주광역시,75480,2854
38745,3347,2021-04-24 00:00:00,2196,519,울산광역시,40941,3866
55944,4036,2021-04-24 00:00:00,4684,284,대전광역시,60628,4320
10224,996,2021-04-24 00:00:00,752,166,세종특별자치시,10976,1162
428000,12137,2021-04-24 00:00:00,33828,2418,경기도,461828,14555
77671,2987,2021-04-24 00:00:00,4840,1901,강원도,82511,4888
78178,4055,2021-04-24 00:00:00,5271,1495,충청북도,83449,5550
106399,2728,2021-04-24 00:00:00,6794,1354,충청남도,113193,4082
99606,2378,2021-04-24 00:00:00,8209,1572,전라북도,107815,3950
120241,2061,2021-04-24 00:00:00,10541,1534,전라남도,130782,3595
134666,2534,2021-04-24 00:00:00,11790,399,경상북도,146456,2933
156549,3299,2021-04-24 00:00:00,14841,1812,경상남도,171390,5111
26622,2557,2021-04-24 00:00:00,1716,508,제주특별자치도,28338,3065
55,0,2021-04-24 00:00:00,0,0,기타,55,0
